/25/2018  4:01:52.529 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:27:43.280 Submitted wifi awd metric <0x90007> with no error
11/25/2018  5:27:43.292 MIS state is Disabled
11/25/2018  5:27:43.292 MIS state queried by "UserEventAgent" is Disable
11/25/2018  5:27:43.294 Completed Apple80211AssociateAsync (0 - 0x0)
11/25/2018  5:27:43.295 Joined: PhoneReset
11/25/2018  5:27:43.295 Auto join association completed (0) with current state: Associating, network: PhoneReset
11/25/2018  5:27:43.295 __WiFiDeviceManagerStateMachineRun: current state: Associating
11/25/2018  5:27:43.295 __WiFiDeviceManagerProcessAssociationResult: current state: Associating
11/25/2018  5:27:43.295 WiFiNetworkSetKnownBssUsageData: BSS updated - current BSS: 0:14:d1:af:39:70 (1)
11/25/2018  5:27:43.295 Removing problematic state for PhoneReset, reason N/A reasonData=0
11/25/2018  5:27:43.295 problematic networks =  and potentially problematic networks = 
11/25/2018  5:27:43.295 __WiFiDeviceManagerBGScanBlacklistApplyEnterprisePolicy: ApplyEnterprisePolicy:0 managedProfile:0 enterpriseNetwork:0
11/25/2018  5:27:43.295 Removing BG Scan Trigger Processing for PhoneReset, triggerReason Unblacklisting triggerReasonData=0 
11/25/2018  5:27:43.296 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:43.296 bGScan Blacklisted Networks =  , potentialBgScanBlacklisted Networks =  
11/25/2018  5:27:43.297 WiFiMetricsManagerSubmitAutoJoinSessionRecordsMetric: interface en0 has 4 AJ records to submit...
11/25/2018  5:27:43.297 Submitted wifi awd metric <0x9004d> with no error
11/25/2018  5:27:43.297 Calling OneStats function [AssocComplete] here: __WiFiDeviceDispatchQueuedAssociationEvent
11/25/2018  5:27:43.297 WiFiMetricsOneStatsRecordAssocStats: OneStats is NOT Configured! No-op here- Returning!
11/25/2018  5:27:43.297 __WiFiDeviceRecordLastSSIDInfo: network:PhoneReset assocSuccess:1 
11/25/2018  5:27:43.297 __WiFiManagerDidAssociateCallback: network PhoneReset, requestedInformation <CFBasicHash 0x1006a3810 [0x1b45cf538]>{type = mutable dict, count = 1,
entries =>
	2 : <CFString 0x100430070 [0x1b45cf538]>{contents = "reason"} = <CFString 0x10043dbb0 [0x1b45cf538]>{contents = "Associating"}
}

11/25/2018  5:27:43.298 WiFiManagerUpdateNetwork: <thread 0x16fdd3000> merge 1, PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  5:27:43.302 WiFiManagerUpdateNetwork: hiddenChanged=0 captiveChanged=0
11/25/2018  5:27:43.302 __WiFiManagerCheckNetworkExpiry: network count 3
11/25/2018  5:27:43.302 __WiFiManagerCheckNetworkExpiry: minTexpire 0.000000, deltaTexpire 564838063.302466
11/25/2018  5:27:43.302 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  5:27:43.303 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:27:43.303 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:27:43.303 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:27:43.304 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:27:43.304 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:27:43.305 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  5:27:43.305 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:43.305 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:27:43.305 WiFiManagerSetUserAutoJoinState: current state is already 1
11/25/2018  5:27:43.305 WiFiManagerSetUserAutoJoinState: checking for networks disabled due to trigger association (2)
11/25/2018  5:27:43.305 __WiFiManagerCheckNetworksDisabledUntil: Checking networks disabled until date (removeAll 1)
11/25/2018  5:27:43.305 WiFiManagerGetUserAutoJoinState: user auto join state 1
11/25/2018  5:27:43.317 MIS state is Disabled
11/25/2018  5:27:43.317 MIS state queried by "nanoregistryd" is Disable
11/25/2018  5:27:43.317 MIS state is Disabled
11/25/2018  5:27:43.317 MIS state queried by "callservicesd" is Disable
11/25/2018  5:27:43.330 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 3
11/25/2018  5:27:43.331 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:27:43.331 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:27:43.331 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:27:43.332 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:27:43.332 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:27:43.332 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  5:27:43.332 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:43.332 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:27:43.333 IPv4 Primary interface is en0 and IPv6 Primary Interface is (null)
11/25/2018  5:27:43.334 MIS state is Disabled
11/25/2018  5:27:43.334 MIS state queried by "calaccessd" is Disable
11/25/2018  5:27:43.338 apsd[106] is a wow client
11/25/2018  5:27:43.338 WoW is Enabled, 1 WoW Clients
11/25/2018  5:27:43.339 Update network <PhoneReset>, requested by "configd"
11/25/2018  5:27:43.339 _wifi_manager_update_network: removing enabled property from network
11/25/2018  5:27:43.339 WiFiManagerUpdateNetwork: <thread 0x16fdd3000> merge 1, PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  5:27:43.343 WiFiManagerUpdateNetwork: hiddenChanged=0 captiveChanged=0
11/25/2018  5:27:43.343 __WiFiManagerCheckNetworkExpiry: network count 3
11/25/2018  5:27:43.344 __WiFiManagerCheckNetworkExpiry: minTexpire 0.000000, deltaTexpire 564838063.344092
11/25/2018  5:27:43.344 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  5:27:43.345 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:27:43.346 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:27:43.346 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:27:43.347 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:27:43.347 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:27:43.347 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  5:27:43.347 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:43.347 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:27:43.348 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 3
11/25/2018  5:27:43.348 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:27:43.349 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:27:43.349 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:27:43.349 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:27:43.349 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:27:43.350 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  5:27:43.350 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:43.350 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:27:43.831 Creating client for "CommCenter"
11/25/2018  5:27:43.844 CommCenter requesting removal of BGScan networks
11/25/2018  5:27:43.844 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:27:43.844 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  5:27:43.845 Removing client for "CommCenter"
11/25/2018  5:27:43.906 age diff 0.948745, accuracy diff 0.000000
11/25/2018  5:27:43.906 didUpdateLocations: latitude=+29.756330, longitude=-98.692617 Accuracy=65.000000  timeIntervalSinceNow=0.006314secs source=WiFi
11/25/2018  5:27:43.907 age diff 0.000163, accuracy diff 0.000000
11/25/2018  5:27:43.907 didUpdateLocations: latitude=+29.756330, longitude=-98.692617 Accuracy=65.000000  timeIntervalSinceNow=0.006712secs source=WiFi
11/25/2018  5:27:48.202 CurrentBSS  {-59dbm, 0, 0ms } RoamCache - {}
11/25/2018  5:27:53.214 CurrentBSS  {-58dbm, 0, 0ms } RoamCache - {}
11/25/2018  5:27:53.214 __WiFiLQAMgrLogStats(stationary): Rssi: -58 {-57 -63} Cca: 20 TxPer: 0.0% (18) BcnPer: 0.0% (0, 90.0%) RxFrms: 16 RxRetryFrames: 0 TxRate: 11000 RxRate: 130000 FBRate: 1000 TxFwFrms: 4 TxFwFail: 0 TxReTrans: 73 time: 298790.3secs
11/25/2018  5:27:58.229 CurrentBSS  {-58dbm, 0, 0ms } RoamCache - {}
11/25/2018  5:27:58.229 __WiFiLQAMgrLogStats(stationary): Rssi: -58 {-57 0} Cca: 33 TxPer: 0.0% (0) BcnPer: 0.0% (98, 90.0%) RxFrms: 5 RxRetryFrames: 0 TxRate: 11000 RxRate: 130000 FBRate: 1000 TxFwFrms: 0 TxFwFail: 0 TxReTrans: 0 time: 298795.3secs
11/25/2018  5:27:58.477 WiFiLocaleManagerCheckLocale: locale <US> was determined at 11/25/18, 4:40:00 AM Central Standard Time, has been valid for 47.96 mins [cache timeout 60.00 mins] 
11/25/2018  5:28:00.123 Received kIOMessageSystemWillSleep
11/25/2018  5:28:00.123 System Sleep notification, Disabling auto-join
11/25/2018  5:28:00.123 __WiFiManagerSetEnableState: state FALSE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  5:28:00.123 Disabling automatic association
11/25/2018  5:28:00.124 Auto-join deferral canceled.
11/25/2018  5:36:28.677 Received kIOMessageSystemWillPowerOn
11/25/2018  5:36:28.677 System wake reason: AOP.PMU pin26 rtc
11/25/2018  5:36:28.678 System Powered ON notification Re-enabling auto-join
11/25/2018  5:36:28.678 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  5:36:28.678 Enabling automatic association
11/25/2018  5:36:28.680 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  5:36:28.683 WiFiLocaleManagerCheckLocale: locale <US> was determined at 11/25/18, 4:40:00 AM Central Standard Time, has been valid for 56.46 mins [cache timeout 60.00 mins] 
11/25/2018  5:36:28.684 __WiFiVirtualInterfaceProcessAWDLRealTimeModeEvent: didStart 0
11/25/2018  5:36:28.686 WiFiMetricsManagerProcessAwdlUsageData: submitting AWDL metrics: duration:8
11/25/2018  5:36:28.686 __WiFiDeviceManagerAwdlRealTimeModeEventCallback: AwdlRealTime: Before 0, Now 0
11/25/2018  5:36:28.692 Submitted wifi awd metric <0x90013> with no error
11/25/2018  5:36:28.717 Submitting SDB TDM Metric: <AWDWiFiSDB: 0x100561020> {
}
11/25/2018  5:36:28.719 WiFiDeviceIsChannelSupportedForRanging: channel 1 is supported for ranging, suggested channel 0
11/25/2018  5:36:28.720 WiFiDeviceIsMultipleChannelRangingSupported: multiple channel ranging is supported
11/25/2018  5:36:28.752 Submitted wifi awd metric <0x90052> with no error
11/25/2018  5:36:28.753 WiFiDeviceIsSWCorrectionRequiredForRanging: SW correction is not needed for ranging on this device
11/25/2018  5:36:28.787 __WiFiDeviceCopyLinkChangedSubReasonString: Apple80211ReturnToString failed 1
11/25/2018  5:36:28.787 __WiFiDeviceProcessDriverAvailableEvent: driver availability:false, reason:PowerOff(0xe0821804), subreason:(null)(0x0) 

11/25/2018  5:36:28.787 __WiFiDeviceProcessDriverAvailableEvent: driver programCounter:(0x0),  linkRegister:(0x0), fileName: lineNumber:(0) functionName: 

11/25/2018  5:36:28.787 __WiFiManagerDispatchDeviceAvailable: driver availability false

11/25/2018  5:36:28.791 __WiFiAWDManagerPrepareWatchdogMetric: WatchdogMetric : reason(PowerOff) functionName() fileName() 

11/25/2018  5:36:28.791 Submitted wifi awd metric <0x9000e> with no error
11/25/2018  5:36:28.791 Power stats update: Type 0x6 UnassociatedSleepDur 0 AssociatedSleepDur 500244 TotalDur 508334 RoamDur 2911
11/25/2018  5:36:28.792 Submitted wifi awd metric <0x90010> with no error
11/25/2018  5:36:28.793 WiFiDeviceIsChannelSupportedForRanging: channel 1 is supported for ranging, suggested channel 0
11/25/2018  5:36:28.793 WiFiDeviceIsMultipleChannelRangingSupported: multiple channel ranging is supported
11/25/2018  5:36:28.803 WiFiDeviceIsSWCorrectionRequiredForRanging: SW correction is not needed for ranging on this device
11/25/2018  5:36:28.803 __WiFiDeviceManagerAwdlAvailableCallback: AWDL availability changed to TRUE
11/25/2018  5:36:28.805 __WiFiDeviceCheckForIPRenewalWakeupSupport: State:/Network/Interface/en0/ActiveDuringSleepSupported = FALSE
11/25/2018  5:36:28.806 __WiFiLQAMgrLogStats(stationary): Rssi: -57 {0 0} Cca: 33 TxPer: 0.0% (0) BcnPer: 0.0% (0, 50.0%) RxFrms: 0 RxRetryFrames: 0 TxRate: 0 RxRate: 0 FBRate: 0 TxFwFrms: 0 TxFwFail: 0 TxReTrans: 0 time: 299305.8secs
11/25/2018  5:36:28.807 __WiFiDeviceManagerLQMEventCallback: null snrNumRef
11/25/2018  5:36:28.819 __WiFiDeviceCopyLinkChangedSubReasonString: Apple80211ReturnToString failed 1
11/25/2018  5:36:28.819 __WiFiDeviceProcessDriverAvailableEvent: driver availability:true, reason:Initializing(0xe0821803), subreason:(null)(0x0) 

11/25/2018  5:36:28.819 __WiFiDeviceProcessDriverAvailableEvent: driver programCounter:(0x0),  linkRegister:(0x0), fileName: lineNumber:(0) functionName: 

11/25/2018  5:36:28.819 __WiFiDeviceProcessDriverAvailableEvent No watch dog extended info flags set for this availability report
11/25/2018  5:36:28.819 __WiFiManagerDispatchDeviceAvailable: driver availability true

11/25/2018  5:36:28.819 -[WiFiSoftErrorManager wifiSoftErrorEventHandler:eventType:eventData:]: eventType received:10 eventName:WiFiSoftErrorEventDriverAvailable
11/25/2018  5:36:28.820 -[WiFiSoftErrorManager supressEventDetectionProcesssing:deviceContext:]: Invalid SoftErrorEvent:10
11/25/2018  5:36:28.820 -[WiFiSoftErrorManager supressEventDetectionProcesssing:deviceContext:]: ErrorDetection to be filtered:0 for event:10
11/25/2018  5:36:28.820 -[WiFiSoftErrorManager wifiSoftErrorEventHandler:eventType:eventData:]: eventType:(10) Unknown
11/25/2018  5:36:28.821 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  5:36:28.821 __WiFiAWDManagerPrepareWatchdogMetric: WatchdogMetric : reason(Initializing) functionName() fileName() 

11/25/2018  5:36:28.821 Submitted wifi awd metric <0x9000e> with no error
11/25/2018  5:36:28.834 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  5:36:28.834 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:36:28.850 WiFiCellularNotificationsStartMonitoring_block_invoke: update cellularTxStarted 0, isShort 0
11/25/2018  5:36:28.902 apsd[106] is a wow client
11/25/2018  5:36:28.902 WoW is Enabled, 1 WoW Clients
11/25/2018  5:36:29.086 apsd[106] is a wow client
11/25/2018  5:36:29.086 WoW is Enabled, 1 WoW Clients
11/25/2018  5:36:33.677 CurrentBSS  {-58dbm, 1, 249653ms } RoamCache - {{0:14:d1:af:39:90, -57, 11}}
11/25/2018  5:36:33.866 Received kIOMessageSystemWillSleep
11/25/2018  5:36:33.867 System Sleep notification, Disabling auto-join
11/25/2018  5:36:33.867 __WiFiManagerSetEnableState: state FALSE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  5:36:33.868 Disabling automatic association
11/25/2018  5:36:33.876 Auto-join deferral canceled.
11/25/2018  5:46:48.691 Received kIOMessageSystemWillPowerOn
11/25/2018  5:46:48.691 System wake reason: AOP.PMU pin26 rtc
11/25/2018  5:46:48.691 System Powered ON notification Re-enabling auto-join
11/25/2018  5:46:48.692 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  5:46:48.692 Enabling automatic association
11/25/2018  5:46:48.692 AJScan: Filtered networks - PhoneReset 
11/25/2018  5:46:48.692 __WiFiDeviceManagerStateMachineRun: current state: Idle
11/25/2018  5:46:48.692 __WiFiDeviceManagerIsGeotagged5GhzNetworkPresent: location is older than 120 secs
11/25/2018  5:46:48.692 Attempting multi-stage auto join mStageAutoJoinAttempts=0
11/25/2018  5:46:48.692 __WiFiDeviceManagerScanPreviousNetworkChannel: latitude=+29.756330, longitude=-98.692617 Accuracy=65.000000  timeIntervalSinceNow=1144.792362secs source=WiFi
11/25/2018  5:46:48.692 freshness 60.000000secs location_age 1144.792433secs, lifeSpan 8.051092, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 0
11/25/2018  5:46:48.692 __WiFiDeviceManagerScanPreviousNetworkChannel: isValid 0
11/25/2018  5:46:48.693 multi-stage auto-join: Scanning for previous network PhoneReset on channel 1
11/25/2018  5:46:48.693 Performing auto-join broadcast scan with a modified dwell time of 110ms on channels: 1 
11/25/2018  5:46:48.693 AJScan: Scan-{PrevChannel Inactive FullReset DevEnable}  Expecting-[0NW, 0Hid, 0HS20, 0HS] @ {stationary, 29.756, -98.693, 65.0m, -1144.8secs}]
11/25/2018  5:46:48.693 Enqueuing command type: "Scan" pending commands: 0
11/25/2018  5:46:48.693 WiFiLocaleManagerCheckLocale: trying to determine locale...
11/25/2018  5:46:48.807 WiFiLocaleManagerCheckLocale: latitude=+29.756330, longitude=-98.692617 Accuracy=65.000000  timeIntervalSinceNow=1144.906816secs source=WiFi
11/25/2018  5:46:48.808 freshness 3600.000000secs location_age 1144.908352secs, lifeSpan 8.051092, accuracy 65.000000m req_accuracy 1000.000000m ==> isLocationValid 1
11/25/2018  5:46:48.808 WiFiLocaleManagerCheckLocale: isValid 1
11/25/2018  5:46:48.831 __WiFiLocaleManagerGetLocaleFromLocation: <+29.75633049,-98.69261700> +/- 65.00m (speed -1.00 mps / course -1.00) @ 11/25/18, 5:27:43 AM Central Standard Time
11/25/2018  5:46:48.831 locale from bounding box US
11/25/2018  5:46:48.831 new locale: US , locale: US
11/25/2018  5:46:48.831 WiFiLocaleManagerCheckLocale: LEECHED_LOC_STAT_LOW_ACCURACY_LOCALE: GOOD 69, BAD 2
11/25/2018  5:46:48.831 __WiFiVirtualInterfaceProcessAWDLRealTimeModeEvent: didStart 0
11/25/2018  5:46:48.832 WiFiMetricsManagerProcessAwdlUsageData: submitting AWDL metrics: duration:10
11/25/2018  5:46:48.832 Submitted wifi awd metric <0x90013> with no error
11/25/2018  5:46:48.833 __WiFiDeviceManagerAwdlRealTimeModeEventCallback: AwdlRealTime: Before 0, Now 0
11/25/2018  5:46:48.833 Dequeuing command type: "Scan" pending commands: 0
11/25/2018  5:46:48.833 Attempting Apple80211ScanAsync on en0
11/25/2018  5:46:48.833 __WiFiDeviceCopyPreparedScanResults: maxAge 0 seconds, numCacheEntries: 0, cacheEntryUsable 0, cacheUsable 0, scanResultsFound 0, scanResults count: 0, scanChannelSet count: 0 
11/25/2018  5:46:48.833 __WiFiDeviceCopyPreparedScanResults: network records count: 0 
11/25/2018  5:46:48.873 WiFiDeviceIsChannelSupportedForRanging: channel 0 is supported for ranging, suggested channel 0
11/25/2018  5:46:48.873 WiFiDeviceIsMultipleChannelRangingSupported: multiple channel ranging is supported
